building_age,total_floor_count,floor_no,room_count,size,District,Neighboorhood,mortgage,value
21-25 arası,5,1,3+1,120,Bahçelievler,Soğanlı,0,140000
26-30 arası,4,1,3+1,140,Bahçelievler,Bahçelievler,0,235000
6-10 arası,4,1,2+1,90,Ümraniye,İstiklal,0,120000
6-10 arası,5,1,2+1,90,Bahçelievler,Soğanlı,0,105000
6-10 arası,5,1,3+1,120,Maltepe,Bağlarbaşı,70000,490000
16-20 arası,4,1,2+1,80,Zeytinburnu,Gökalp,0,165000
0,4,1,2+1,85,Ümraniye,Armağanevler,0,150000
0,4,1,2+1,95,Bahçelievler,Cumhuriyet,125000,155000
0,5,1,2+1,110,Sultangazi,Esentepe,0,120000
21-25 arası,4,1,3+1,88,Kadıköy,Caferağa,30000,200000
26-30 arası,5,1,2+1,80,Bahçelievler,Siyavuşpaşa,255000,320000
6-10 arası,4,1,2+1,90,Ümraniye,Armağanevler,215000,215000
26-30 arası,5,1,3+1,100,Fatih,Akşemsettin,0,270000
0,4,1,3+1,120,Başakşehir,Bahçeşehir 1. Kısım,370000,370000
21-25 arası,4,1,3+1,160,Avcılar,Denizköşkler,75000,155000
26-30 arası,4,1,3+1,140,Bahçelievler,Bahçelievler,510000,640000
26-30 arası,5,1,3+1,110,Bahçelievler,Siyavuşpaşa,120000,190000
11-15 arası,5,1,3+1,135,Ümraniye,İnkılap,0,215000
0,5,1,3+1,125,Kartal,Hürriyet,0,135000
2,4,1,2+1,85,Ümraniye,Madenler,275000,345000
26-30 arası,5,1,2+1,80,Bahçelievler,Siyavuşpaşa,0,150000
11-15 arası,5,1,3+1,105,Çekmeköy,Çamlık,165000,205000
11-15 arası,5,1,3+1,135,Ümraniye,İnkılap,0,430000
0,5,1,3+1,115,Bakırköy,Zuhuratbaba,930000,1160000
26-30 arası,5,1,2+1,90,Güngören,Haznedar,80000,100000
2,4,1,2+1,85,Ümraniye,Madenler,180000,225000
26-30 arası,5,1,2+1,85,Bahçelievler,Soğanlı,200000,250000
26-30 arası,5,1,3+1,165,Fatih,Molla Gürani,165000,445000
5,4,1,2+1,100,Büyükçekmece,Ekinoba,0,160000
26-30 arası,5,1,2+1,90,Bahçelievler,Soğanlı,305000,305000
26-30 arası,5,1,2+1,85,Bahçelievler,Siyavuşpaşa,25000,110000
6-10 arası,4,1,3+1,110,Pendik,Velibaba,30000,105000
6-10 arası,4,1,2+1,90,Ümraniye,Armağanevler,50000,310000
11-15 arası,10-20 arası,1,3+1,145,Esenyurt,Mevlana,415000,520000
0,4,1,2+1,100,Arnavutköy,Mustafa Kemal Paşa,265000,265000
6-10 arası,5,1,2+1,95,Ümraniye,İnkılap,105000,140000
26-30 arası,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,0,155000
0,5,1,2+1,85,Sultangazi,Sultançiftliği,0,110000
26-30 arası,5,1,3+1,105,Güngören,Abdurrahman Nafiz Gürman,0,210000
26-30 arası,5,1,3+1,145,Fatih,İskenderpaşa,545000,545000
26-30 arası,5,1,2+1,90,Şişli,Ergenekon,160000,575000
5,5,1,3+1,120,Kartal,Uğur Mumcu,0,210000
1,4,1,3+1,95,Sancaktepe,Eyüp Sultan,20000,100000
6-10 arası,5,1,2+1,120,Esenyurt,Piri Reis,0,175000
1,5,1,3+1,115,Bahçelievler,Soğanlı,420000,505000
21-25 arası,5,1,2+1,110,Bahçelievler,Soğanlı,175000,315000
16-20 arası,4,1,3+1,130,Avcılar,Merkez,160000,200000
21-25 arası,5,1,3+1,120,Bahçelievler,Soğanlı,155000,195000
21-25 arası,5,1,3+1,125,Avcılar,Denizköşkler,95000,130000
21-25 arası,5,1,3+1,125,Bahçelievler,Siyavuşpaşa,245000,420000
1,4,1,3+1,100,Üsküdar,Ferah,260000,260000
0,4,1,3+1,110,Kadıköy,Suadiye,45000,230000
0,4,1,3+1,120,Esenler,Nine Hatun,200000,250000
0,5,1,2+1,98,Esenler,Mimar Sinan,0,165000
0,5,1,2+1,98,Esenler,Mimar Sinan,135000,160000
0,5,1,2+1,98,Esenler,Mimar Sinan,225000,225000
40 ve üzeri,4,1,2+1,85,Beyoğlu,Şahkulu,525000,525000
2,4,1,3+1,125,Maltepe,Zümrütevler,0,145000
16-20 arası,4,1,2+1,110,Avcılar,Merkez,280000,350000
0,5,1,2+1,85,Sultangazi,50. Yıl,220000,220000
0,5,1,4+1,145,Beylikdüzü,Kavaklı,0,130000
11-15 arası,5,1,3+1,135,Ümraniye,İnkılap,160000,160000
26-30 arası,4,1,2+1,85,Fatih,Koca Mustafapaşa,55000,400000
0,5,1,3+1,105,Bakırköy,Yeşilyurt,465000,580000
21-25 arası,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,0,150000
1,4,1,3+1,120,Zeytinburnu,Telsiz,0,300000
16-20 arası,5,1,2+1,115,Fatih,Akşemsettin,0,225000
0,5,1,3+1,144,Büyükçekmece,Mimaroba,0,230000
11-15 arası,5,1,3+1,135,Ümraniye,İnkılap,0,165000
0,6,1,3+1,90,Tuzla,Yayla,0,190000
0,3,1,2+1,95,Bahçelievler,Kocasinan Merkez,0,125000
0,6,1,2+1,80,Kartal,Atalar,400000,400000
16-20 arası,4,1,2+1,90,Zeytinburnu,Çırpıcı,0,180000
6-10 arası,5,1,2+1,80,Maltepe,Altayçeşme,190000,240000
0,6,1,2+1,82,Ümraniye,Kazım Karabekir,0,210000
0,6,1,2+1,85,Kartal,Soğanlık Yeni,0,180000
0,6,1,2+1,95,Büyükçekmece,Ekinoba,40000,110000
0,6,1,2+1,90,Maltepe,Cevizli,110000,140000
0,2,1,2+1,90,Eyüpsultan,Merkez,0,215000
0,6,1,3+1,115,Sultangazi,50. Yıl,110000,140000
0,6,1,2+1,90,Kartal,Topselvi,125000,350000
0,6,1,2+1,110,Büyükçekmece,Cumhuriyet,0,145000
21-25 arası,5,1,3+1,100,Bahçelievler,Siyavuşpaşa,0,145000
0,6,1,3+1,140,Esenyurt,Yenikent,50000,100000
36-40 arası,2,1,2+1,98,Bayrampaşa,Altıntepsi,255000,320000
0,6,1,2+1,80,Maltepe,Altayçeşme,0,200000
0,6,1,2+1,80,Ümraniye,Tepeüstü,270000,270000
0,3,1,2+1,85,Bağcılar,Demirkapı,0,165000
0,6,1,3+1,145,Esenyurt,Mehterçeşme,0,160000
0,3,1,2+1,105,Bahçelievler,Yenibosna Merkez,155000,195000
16-20 arası,10-20 arası,1,3+1,145,Beylikdüzü,Barış,105000,130000
1,6,1,3+1,90,Kartal,Atalar,245000,245000
21-25 arası,5,1,2+1,90,Fatih,Beyazıt,170000,320000
0,6,1,2+1,90,Maltepe,Cevizli,80000,140000
6-10 arası,3,1,2+1,100,Sultangazi,Uğur Mumcu,0,130000
0,3,1,2+1,87,Esenler,Davutpaşa,75000,110000
0,3,1,3+1,130,Küçükçekmece,Gültepe,55000,150000
21-25 arası,6,1,3+1,98,Maltepe,Altıntepe,0,190000
21-25 arası,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,125000,125000
21-25 arası,6,1,3+1,98,Maltepe,Altıntepe,365000,455000
6-10 arası,3,1,2+1,85,Ataşehir,Örnek,60000,125000
0,3,1,2+1,80,Esenler,Davutpaşa,0,150000
0,5,1,2+1,105,Sultangazi,Gazi,75000,315000
0,4,1,2+1,80,Eyüpsultan,Göktürk Merkez,395000,495000
6-10 arası,4,1,2+1,110,Beşiktaş,Vişnezade,905000,1100000
0,6,1,3+1,105,Pendik,Dumlupınar,0,130000
26-30 arası,6,1,3+1,100,Kadıköy,Merdivenköy,240000,240000
0,6,1,2+1,80,Beşiktaş,Dikilitaş,0,305000
21-25 arası,6,1,2+1,85,Beşiktaş,Dikilitaş,195000,195000
0,6,1,2+1,95,Şişli,Fulya,165000,850000
6-10 arası,6,1,3+1,110,Maltepe,İdealtepe,0,235000
4,3,1,2+1,80,Küçükçekmece,Halkalı Merkez,0,160000
0,2,1,2+1,84,Bahçelievler,Kocasinan Merkez,25000,115000
0,3,1,3+1,115,Bayrampaşa,Altıntepsi,235000,235000
1,6,1,3+1,138,Beylikdüzü,Büyükşehir,0,140000
6-10 arası,5,1,3+1,90,Bahçelievler,Kocasinan Merkez,0,120000
0,6,1,2+1,82,Ümraniye,Kazım Karabekir,0,155000
0,3,1,3+1,125,Bahçelievler,Yenibosna Merkez,0,195000
1,6,1,2+1,90,Esenler,Kazım Karabekir,125000,155000
6-10 arası,3,1,2+1,100,Bağcılar,Kazım Karabekir,195000,195000
0,5,1,2+1,95,Üsküdar,Bahçelievler,330000,410000
6-10 arası,2,1,2+1,112,Eyüpsultan,Merkez,0,550000
0,3,1,2+1,110,Sultangazi,İsmetpaşa,0,150000
6-10 arası,3,1,3+1,160,Avcılar,Cihangir,330000,410000
0,3,1,2+1,100,Büyükçekmece,Cumhuriyet,0,170000
1,6,1,3+1,110,Maltepe,Bağlarbaşı,410000,510000
1,6,1,3+1,110,Maltepe,Bağlarbaşı,25000,150000
3,4,1,2+1,90,Ümraniye,İstiklal,205000,360000
1,6,1,3+1,110,Maltepe,Bağlarbaşı,140000,150000
0,6,1,3+1,140,Esenyurt,Yenikent,0,130000
0,6,1,3+1,130,Esenyurt,Saadetdere,0,135000
0,3,1,3+1,120,Bağcılar,15 Temmuz,0,160000
1,6,1,3+1,110,Maltepe,Bağlarbaşı,300000,300000
6-10 arası,3,1,2+1,85,Maltepe,Yalı,330000,460000
11-15 arası,5,1,3+1,130,Bahçelievler,Çobançeşme,0,130000
0,6,1,2+1,85,Bahçelievler,Siyavuşpaşa,0,455000
0,3,1,2+1,85,Gaziosmanpaşa,Yeni Mahalle,250000,310000
1,6,1,3+1,110,Maltepe,Bağlarbaşı,85000,150000
0,3,1,2+1,100,Sultangazi,Sultançiftliği,0,155000
0,3,1,3+1,140,Sultangazi,Cebeci,140000,175000
0,3,1,2+1,100,Bağcılar,Bağlar,335000,335000
11-15 arası,6,1,2+1,82,Şişli,Esentepe,160000,190000
6-10 arası,5,1,3+1,145,Büyükçekmece,Mimaroba,0,170000
0,3,1,3+1,105,Tuzla,İçmeler,50000,100000
6-10 arası,3,1,2+1,80,Büyükçekmece,Pınartepe,230000,355000
0,6,1,2+1,82,Ümraniye,Kazım Karabekir,105000,155000
0,6,1,1+1,80,Büyükçekmece,Pınartepe,0,165000
0,3,1,2+1,80,Esenler,Davutpaşa,0,155000
6-10 arası,3,1,3+1,135,Sultangazi,Uğur Mumcu,0,170000
16-20 arası,6,1,4+1,200,Beykoz,Acarlar,140000,250000
21-25 arası,5,1,3+1,115,Zeytinburnu,Telsiz,180000,225000
16-20 arası,6,1,4+1,200,Beykoz,Acarlar,0,340000
1,6,1,2+1,80,Sultanbeyli,Adil,160000,160000
0,6,1,3+1,130,Esenyurt,Saadetdere,140000,140000
21-25 arası,5,1,3+1,120,Bahçelievler,Soğanlı,25000,150000
11-15 arası,6,1,3+1,135,Beykoz,Kavacık,210000,280000
0,3,1,3+1,95,Pendik,Ahmet Yesevi,0,100000
0,6,1,3+1,120,Esenyurt,Bağlarçeşme,0,105000
1,6,1,3+1,110,Maltepe,Bağlarbaşı,55000,150000
0,3,1,2+1,80,Avcılar,Merkez,215000,215000
6-10 arası,3,1,3+1,125,Avcılar,Gümüşpala,360000,450000
0,3,1,3+1,125,Bahçelievler,Yenibosna Merkez,370000,460000
0,6,1,2+1,85,Pendik,Güzelyalı,160000,200000
21-25 arası,6,1,5+1,190,Büyükçekmece,Mimaroba,305000,305000
16-20 arası,4,1,2+1,85,Zeytinburnu,Beştelsiz,100000,105000
3,5,1,3+1,120,Bahçelievler,Soğanlı,0,185000
0,3,1,3+1,115,Bağcılar,Kazım Karabekir,75000,400000
0,3,1,3+1,130,Esenyurt,Saadetdere,50000,105000
0,6,1,3+1,125,Maltepe,Feyzullah,0,225000
2,4,1,3+1,90,Sancaktepe,Eyüp Sultan,0,135000
36-40 arası,2,1,2+1,98,Bayrampaşa,Altıntepsi,95000,350000
0,3,1,2+1,110,Avcılar,Ambarlı,190000,190000
6-10 arası,3,1,2+1,85,Zeytinburnu,Merkezefendi,0,225000
0,6,1,3+1,125,Esenyurt,Talatpaşa,0,145000
0,6,1,2+1,100,Sultangazi,50. Yıl,90000,350000
0,3,1,3+1,110,Üsküdar,Ferah,0,270000
0,6,1,2+1,82,Ümraniye,Kazım Karabekir,0,180000
0,3,1,2+1,90,Bağcılar,Mahmutbey,45000,360000
5,6,1,3+1,110,Kağıthane,Çağlayan,0,115000
16-20 arası,6,1,3+1,150,Üsküdar,Küçüksu,0,210000
26-30 arası,4,1,3+1,100,Kartal,Yakacık Çarşı,0,150000
21-25 arası,6,1,3+1,99,Maltepe,Altıntepe,155000,195000
0,6,1,3+1,105,Kartal,Yakacık Yeni,240000,300000
6-10 arası,3,1,3+1,110,Küçükçekmece,İnönü,160000,200000
0,10-20 arası,1,2+1,90,Maltepe,Feyzullah,350000,440000
26-30 arası,6,1,3+1,110,Fatih,Emin Sinan,0,440000
26-30 arası,6,1,3+1,110,Fatih,Emin Sinan,290000,360000
0,6,1,2+1,85,Pendik,Güzelyalı,215000,315000
21-25 arası,4,1,2+1,105,Bahçelievler,Bahçelievler,135000,240000
6-10 arası,6,1,2+1,110,Büyükçekmece,Mimaroba,270000,340000
21-25 arası,5,1,3+1,125,Bahçelievler,Soğanlı,110000,110000
6-10 arası,5,1,3+1,100,Sultangazi,75. Yıl,0,150000
36-40 arası,2,1,2+1,98,Bayrampaşa,Altıntepsi,0,175000
0,3,1,2+1,120,Sultangazi,İsmetpaşa,100000,320000
31-35 arası,6,1,3+1,130,Fatih,Silivrikapı,330000,410000
6-10 arası,10-20 arası,1,4+1,119,Ümraniye,Armağanevler,0,545000
0,6,1,2+1,100,Sultangazi,Uğur Mumcu,310000,390000
0,3,1,3+1,120,Sultangazi,Sultançiftliği,0,135000
1,4,1,3+1,100,Üsküdar,Ferah,0,225000
0,3,1,2+1,90,Bağcılar,15 Temmuz,110000,140000
0,3,1,2+1,80,Bağcılar,Hürriyet,85000,115000
36-40 arası,3,1,3+1,90,Kadıköy,Zühtüpaşa,0,180000
21-25 arası,6,1,3+1,100,Maltepe,Altıntepe,45000,180000
11-15 arası,6,1,3+1,120,Beykoz,Kavacık,0,360000
6-10 arası,10-20 arası,1,4+1,119,Ümraniye,Armağanevler,100000,180000
0,3,1,3+1,115,Küçükçekmece,Cumhuriyet,0,155000
0,3,1,2+1,110,Bahçelievler,Yenibosna Merkez,0,170000
31-35 arası,6,1,1+1,85,Beşiktaş,Türkali,0,240000
0,3,1,3+1,115,Bayrampaşa,Altıntepsi,0,135000
0,3,1,3+1,115,Bayrampaşa,Altıntepsi,155000,195000
0,3,1,3+1,120,Sultangazi,Uğur Mumcu,110000,140000
0,3,1,2+1,90,Avcılar,Gümüşpala,0,145000
0,3,1,3+1,115,Ümraniye,Aşağı Dudullu,50000,130000
0,6,1,2+1,90,Maltepe,Cevizli,400000,500000
21-25 arası,5,1,4+1,100,Bahçelievler,Soğanlı,0,145000
0,3,1,2+1,80,Zeytinburnu,Sümer,275000,345000
0,6,1,2+1,80,Ümraniye,Tepeüstü,60000,120000
0,3,1,2+1,90,Bağcılar,15 Temmuz,310000,310000
21-25 arası,6,1,3+1,110,Kadıköy,Bostancı,0,210000
6-10 arası,4,1,4+2,170,Üsküdar,Cumhuriyet,60000,155000
6-10 arası,3,1,3+1,115,Zeytinburnu,Yenidoğan,80000,220000
0,3,1,2+1,84,Gaziosmanpaşa,Merkez,45000,105000
0,6,1,3+1,115,Sultangazi,50. Yıl,235000,235000
6-10 arası,10-20 arası,1,4+1,119,Ümraniye,Armağanevler,0,270000
0,3,1,2+1,80,Üsküdar,Cumhuriyet,65000,115000
6-10 arası,4,1,2+1,80,Kağıthane,Telsizler,0,350000
6-10 arası,10-20 arası,1,4+1,119,Ümraniye,Armağanevler,235000,295000
0,6,1,3+1,85,Kartal,Orhantepe,125000,200000
21-25 arası,5,1,4+1,100,Bahçelievler,Soğanlı,0,140000
0,3,1,3+1,150,Esenyurt,Mehterçeşme,0,115000
0,3,1,2+1,80,Bağcılar,Hürriyet,80000,115000
0,3,1,2+1,90,Bağcılar,15 Temmuz,230000,230000
36-40 arası,6,1,4+1,105,Fatih,Molla Gürani,65000,225000
11-15 arası,5,1,2+1,95,Başakşehir,Başakşehir,45000,120000
0,6,1,2+1,80,Ümraniye,Tepeüstü,310000,390000
40 ve üzeri,6,1,3+1,110,Beyoğlu,Cihangir,0,395000
21-25 arası,6,1,3+1,98,Maltepe,Altıntepe,105000,140000
6-10 arası,5,1,3+1,125,Sultangazi,İsmetpaşa,0,170000
40 ve üzeri,6,1,2+1,95,Beyoğlu,Cihangir,0,265000
11-15 arası,4,1,3+1,130,Avcılar,Denizköşkler,0,115000
16-20 arası,10-20 arası,1,3+1,197,Beylikdüzü,Adnan Kahveci,0,180000
21-25 arası,5,1,3+1,125,Avcılar,Denizköşkler,100000,130000
0,3,1,2+1,90,Avcılar,Denizköşkler,0,170000
0,3,1,3+1,110,Üsküdar,Ferah,0,300000
0,3,1,3+1,110,Üsküdar,Ferah,0,300000
6-10 arası,10-20 arası,1,4+1,119,Ümraniye,Armağanevler,155000,180000
6-10 arası,10-20 arası,1,4+1,119,Ümraniye,Armağanevler,0,200000
0,3,1,3+1,125,Bahçelievler,Yenibosna Merkez,0,245000
0,3,1,2+1,110,Bahçelievler,Yenibosna Merkez,0,180000
0,3,1,3+1,150,Bahçelievler,Bahçelievler,690000,690000
0,3,1,2+1,105,Bahçelievler,Yenibosna Merkez,370000,460000
0,6,1,2+1,85,Bahçelievler,Siyavuşpaşa,0,200000
1,6,1,3+1,90,Kartal,Atalar,0,180000
21-25 arası,6,1,3+1,98,Maltepe,Altıntepe,25000,140000
0,3,1,2+1,95,Bağcılar,Yıldıztepe,110000,140000
4,6,1,3+2,140,Sultangazi,Uğur Mumcu,275000,345000
0,3,1,2+1,102,Sancaktepe,Safa,230000,290000
21-25 arası,5,1,3+1,130,Bahçelievler,Bahçelievler,0,110000
0,3,1,3+1,86,Kadıköy,Erenköy,0,250000
0,5,1,2+1,120,Sultangazi,Gazi,0,110000
21-25 arası,4,1,3+1,130,Zeytinburnu,Yeşiltepe,425000,530000
0,3,1,3+1,120,Bayrampaşa,Yıldırım,0,300000
6-10 arası,6,1,3+1,110,Gaziosmanpaşa,Karadeniz,275000,345000
11-15 arası,3,1,3+1,120,Ataşehir,İnönü,310000,385000
6-10 arası,6,1,4+2,140,Pendik,Orta,45000,110000
0,3,1,3+1,115,Küçükçekmece,İstasyon,30000,100000
0,6,1,2+1,80,Maltepe,Zümrütevler,125000,390000
40 ve üzeri,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,115000,280000
16-20 arası,3,1,2+1,97,Bahçelievler,Kocasinan Merkez,80000,110000
11-15 arası,6,1,2+1,85,Şişli,Gülbahar,0,190000
0,3,1,2+1,90,Tuzla,İstasyon,290000,290000
0,10-20 arası,1,3+1,110,Pendik,Çınardere,210000,210000
6-10 arası,6,1,2+1,85,Güngören,Akıncılar,115000,145000
6-10 arası,6,1,3+1,127,Sarıyer,Zekeriyaköy,50000,1110000
1,4,1,2+1,85,Beylikdüzü,Kavaklı,140000,140000
21-25 arası,4,1,2+1,90,Bahçelievler,Yenibosna Merkez,0,105000
0,3,1,2+1,90,Avcılar,Denizköşkler,0,140000
0,6,1,3+1,105,Çekmeköy,Cumhuriyet,0,140000
5,3,1,2+1,100,Bahçelievler,Cumhuriyet,135000,135000
6-10 arası,5,1,2+1,110,Büyükçekmece,Sinanoba,0,150000
0,3,1,3+1,100,Kağıthane,Gürsel,175000,220000
5,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,290000,290000
0,3,1,2+1,90,Küçükçekmece,Sultan Murat,0,105000
5,3,1,3+1,140,Sultangazi,Esentepe,0,370000
0,6,1,3+1,125,Bahçelievler,Şirinevler,80000,165000
0,3,1,2+1,100,Büyükçekmece,Cumhuriyet,170000,400000
11-15 arası,6,1,2+1,82,Şişli,Esentepe,0,250000
16-20 arası,3,1,3+1,170,Bakırköy,Şenlikköy,0,730000
0,3,1,3+1,125,Sultangazi,Cebeci,145000,145000
11-15 arası,5,1,3+1,135,Ümraniye,İnkılap,0,430000
1,4,1,3+1,100,Çekmeköy,Mimar Sinan,65000,100000
0,4,1,2+1,90,Arnavutköy,Arnavutköy Merkez,0,125000
0,6,1,3+1,100,Esenler,Davutpaşa,0,165000
5,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,0,195000
0,6,1,2+1,96,Pendik,Yeni,0,185000
21-25 arası,5,1,3+1,120,Bahçelievler,Siyavuşpaşa,220000,275000
5,5,1,3+1,125,Sultangazi,Yunus Emre,160000,200000
0,10-20 arası,1,2+1,90,Maltepe,Feyzullah,215000,215000
3,4,1,3+1,110,Sancaktepe,Sarıgazi,45000,105000
16-20 arası,6,1,3+1,130,Bahçelievler,Siyavuşpaşa,250000,310000
6-10 arası,3,1,3+1,105,Ataşehir,Kayışdağı,0,475000
0,3,1,2+1,105,Bahçelievler,Yenibosna Merkez,305000,380000
0,6,1,2+1,95,Sultangazi,50. Yıl,0,160000
0,1,1,3+1,125,Esenyurt,Saadetdere,0,100000
16-20 arası,5,1,3+1,108,Avcılar,Ambarlı,0,150000
0,6,1,2+1,80,Kartal,Atalar,265000,330000
5,5,1,3+1,130,Sultangazi,Esentepe,40000,120000
5,5,1,3+1,110,Bağcılar,Bağlar,0,570000
5,5,1,2+1,90,Eyüpsultan,Göktürk Merkez,395000,395000
5,5,1,2+1,90,Eyüpsultan,Göktürk Merkez,230000,290000
0,3,1,2+1,100,Büyükçekmece,Cumhuriyet,80000,130000
1,6,1,3+1,90,Pendik,Kurtköy,205000,255000
0,3,1,2+1,90,Küçükçekmece,Sultan Murat,0,150000
0,5,1,2+1,85,Bağcılar,15 Temmuz,0,100000
0,6,1,2+1,82,Ümraniye,Kazım Karabekir,180000,180000
0,3,1,2+1,113,Bahçelievler,Bahçelievler,0,445000
0,3,1,3+1,105,Tuzla,İçmeler,0,115000
5,5,1,3+1,120,Sultangazi,Uğur Mumcu,0,425000
21-25 arası,6,1,3+1,110,Kadıköy,Eğitim,625000,625000
0,3,1,3+1,133,Beylikdüzü,Kavaklı,0,145000
11-15 arası,5,1,3+1,135,Ümraniye,İnkılap,0,430000
0,6,1,2+1,110,Beylikdüzü,Dereağzı,0,165000
2,6,1,3+1,125,Beylikdüzü,Yakuplu,45000,100000
5,5,1,2+1,100,Maltepe,Aydınevler,0,145000
0,3,1,3+1,105,Bağcılar,Yenimahalle,0,170000
6-10 arası,6,1,3+1,120,Sultangazi,50. Yıl,0,130000
0,3,1,2+1,85,Avcılar,Merkez,0,195000
0,3,1,2+1,95,Avcılar,Cihangir,0,145000
21-25 arası,5,1,2+1,95,Bahçelievler,Siyavuşpaşa,0,150000
5,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,240000,300000
11-15 arası,3,1,3+1,120,Fatih,Seyyid Ömer,70000,590000
1,6,1,2+1,80,Pendik,Kurtköy,0,100000
5,5,1,3+1,120,Sultangazi,Uğur Mumcu,0,425000
6-10 arası,4,1,2+1,90,Gaziosmanpaşa,Bağlarbaşı,0,100000
0,6,1,2+1,85,Bahçelievler,Siyavuşpaşa,0,200000
0,6,1,2+1,100,Esenyurt,Akevler,75000,105000
11-15 arası,5,1,3+1,135,Sultangazi,İsmetpaşa,180000,180000
5,5,1,2+1,90,Ümraniye,İstiklal,75000,145000
5,5,1,2+1,95,Bakırköy,Kartaltepe,620000,620000
11-15 arası,4,1,3+1,100,Kadıköy,Sahrayı Cedit,220000,275000
5,5,1,3+1,115,Bahçelievler,Siyavuşpaşa,345000,430000
6-10 arası,3,1,3+1,105,Ataşehir,Kayışdağı,440000,550000
21-25 arası,5,1,2+1,90,Bahçelievler,Siyavuşpaşa,0,175000
5,5,1,3+1,120,Esenler,Birlik,0,185000
11-15 arası,6,1,3+1,115,Başakşehir,Bahçeşehir 2. Kısım,240000,300000
5,5,1,2+1,90,Gaziosmanpaşa,Merkez,100000,120000
5,5,1,3+1,105,Beylikdüzü,Gürpınar,260000,260000
4,5,1,3+1,140,Bahçelievler,Kocasinan Merkez,150000,195000
0,3,1,2+1,100,Maltepe,Küçükyalı,0,130000
4,5,1,3+1,120,Çekmeköy,Mimar Sinan,0,360000
1,3,1,2+1,89,Küçükçekmece,Cumhuriyet,30000,100000
16-20 arası,6,1,3+1,120,Kadıköy,Merdivenköy,90000,165000
1,3,1,3+1,140,Eyüpsultan,Mimar Sinan,765000,955000
4,5,1,3+1,150,Sultangazi,Uğur Mumcu,0,450000
6-10 arası,6,1,3+1,180,Kartal,Uğur Mumcu,165000,215000
4,4,1,2+1,88,Gaziosmanpaşa,Şemsipaşa,0,125000
4,4,1,3+1,135,Beylikdüzü,Adnan Kahveci,115000,145000
1,3,1,2+1,100,Büyükçekmece,Cumhuriyet,0,155000
11-15 arası,6,1,2+1,82,Şişli,Esentepe,560000,700000
11-15 arası,10-20 arası,1,3+1,145,Esenyurt,Mevlana,0,225000
6-10 arası,3,1,2+1,80,Güngören,Mareşal Çakmak,0,165000
6-10 arası,10-20 arası,1,2+1,110,Küçükçekmece,Halkalı Merkez,235000,255000
16-20 arası,5,1,3+1,100,Çekmeköy,Çamlık,30000,130000
6-10 arası,4,1,3+1,130,Beykoz,Kavacık,75000,235000
1,3,1,2+1,89,Küçükçekmece,Cumhuriyet,0,115000
6-10 arası,5,1,3+1,125,Bahçelievler,Şirinevler,110000,140000
6-10 arası,4,1,3+1,120,Bahçelievler,Yenibosna Merkez,130000,160000
16-20 arası,7,1,2+1,90,Kartal,Esentepe,0,150000
4,5,1,2+1,80,Esenler,Fevzi Çakmak,110000,140000
0,7,1,3+1,107,Kadıköy,Kozyatağı,605000,755000
6-10 arası,3,1,2+1,120,Sultangazi,İsmetpaşa,0,105000
4,5,1,3+1,120,Bahçelievler,Soğanlı,465000,525000
0,7,1,3+1,80,Kadıköy,Bostancı,275000,275000
11-15 arası,5,1,3+1,135,Ümraniye,İnkılap,0,175000
16-20 arası,3,1,2+1,105,Bayrampaşa,Kartaltepe,0,155000
2,7,1,2+1,90,Kağıthane,Yahya Kemal,0,200000
0,2,1,3+1,140,Bahçelievler,Kocasinan Merkez,530000,600000
4,5,1,4+1,160,Kartal,Uğur Mumcu,220000,440000
6-10 arası,7,1,3+1,98,Kadıköy,Göztepe,580000,580000
0,5,1,3+1,150,Bahçelievler,Siyavuşpaşa,640000,800000
21-25 arası,10-20 arası,1,3+1,115,Ataşehir,İçerenköy,85000,110000
21-25 arası,5,1,3+1,110,Bahçelievler,Bahçelievler,0,120000
0,7,1,3+1,90,Kadıköy,Bostancı,0,270000
4,5,1,3+1,150,Sultangazi,Uğur Mumcu,50000,150000
11-15 arası,5,1,3+1,120,Bahçelievler,Cumhuriyet,0,140000
0,4,1,3+1,85,Ataşehir,Esatpaşa,0,375000
4,5,1,2+1,80,Ümraniye,İnkılap,0,120000
1,3,1,3+1,103,Bağcılar,Kazım Karabekir,260000,260000
0,3,1,3+1,125,Bahçelievler,Yenibosna Merkez,150000,170000
6-10 arası,5,1,3+1,120,Maltepe,Bağlarbaşı,240000,300000
1,2,1,2+1,85,Fatih,Karagümrük,0,185000
1,4,1,2+1,105,Avcılar,Merkez,105000,145000
0,7,1,3+1,170,Beylikdüzü,Adnan Kahveci,430000,540000
4,5,1,3+1,140,Bahçelievler,Kocasinan Merkez,0,210000
4,5,1,3+1,120,Çekmeköy,Mimar Sinan,120000,360000
16-20 arası,3,1,2+1,80,Fatih,Şehremini,0,170000
4,5,1,2+1,80,Bayrampaşa,Altıntepsi,0,150000
0,7,1,3+1,90,Kadıköy,Bostancı,310000,390000
2,3,1,2+1,95,Bağcılar,Göztepe,0,135000
